"ID" "year" "host" "country" "temp" "precipitation" "elevation" "gold" "silver" "bronze" "population" "GDP" "participate" "medals" "athletes" "time"
"223" 23 1988 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 1101.63 0.0281 1 0 13 3
"224" 23 1992 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 1164.97 0.0363 1 0 8 4
"225" 23 1994 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 1191.835 0.0469 1 0 2 5
"226" 23 1998 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 1241.935 0.0821 1 0 7 6
"227" 23 2002 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 1280.4 0.1135 1 0 6 7
"228" 23 2006 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 1311.02 0.2069 1 0 1 8
"229" 23 2010 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 1337.705 0.4433 1 0 1 9
"230" 23 2014 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 NA NA 1 0 3 10
"231" 24 1980 0 "Colombia " 65.5 35 5775 0 0 0 26.934591 0.124 0 0 0 1
"232" 24 1984 0 "Colombia " 65.5 35 5775 0 0 0 29.43803 0.1299 0 0 0 2
"233" 24 1988 0 "Colombia " 65.5 35 5775 0 0 0 32.009024 0.1225 0 0 0 3
"234" 24 1992 0 "Colombia " 65.5 35 5775 0 0 0 34.608171 0.1424 0 0 0 4
"235" 24 1994 0 "Colombia " 65.5 35 5775 0 0 0 35.915434 0.2275 0 0 0 5
"236" 24 1998 0 "Colombia " 65.5 35 5775 0 0 0 38.568056 0.2552 0 0 0 6
"237" 24 2002 0 "Colombia " 65.5 35 5775 0 0 0 41.216304 0.2376 0 0 0 7
"238" 24 2006 0 "Colombia " 65.5 35 5775 0 0 0 43.84137 0.3713 0 0 0 8
"239" 24 2010 0 "Colombia " 65.5 35 5775 0 0 0 46.444798 0.6179 1 0 1 9
"240" 24 2014 0 "Colombia " 65.5 35 5775 0 0 0 47.704427 0.3713 0 0 0 10
"241" 25 1980 0 "Costa Rica" 78.6 33.5 3810 0 0 0 2.348427 0.2057 1 0 3 1
"242" 25 1984 0 "Costa Rica" 78.6 33.5 3810 0 0 0 2.625561 0.175 1 0 4 2
"243" 25 1988 0 "Costa Rica" 78.6 33.5 3810 0 0 0 2.924348 0.2074 1 0 2 3
"244" 25 1992 0 "Costa Rica" 78.6 33.5 3810 0 0 0 3.233568 0.2651 1 0 4 4
"245" 25 1994 0 "Costa Rica" 78.6 33.5 3810 0 0 0 3.393575 0.3111 0 0 0 5
"246" 25 1998 0 "Costa Rica" 78.6 33.5 3810 0 0 0 3.750585 0.376 0 0 0 6
"247" 25 2002 0 "Costa Rica" 78.6 33.5 3810 0 0 0 4.09384 0.4115 1 0 1 7
"248" 25 2006 0 "Costa Rica" 78.6 33.5 3810 0 0 0 4.392493 0.5128 1 0 1 8
"249" 25 2010 0 "Costa Rica" 78.6 33.5 3810 0 0 0 4.669685 0.7773 0 0 0 9
"250" 25 2014 0 "Costa Rica" 78.6 33.5 3810 0 0 0 4.805295 0.5128 0 0 0 10
"251" 26 1980 0 "Croatia " 37.6 48.6 1831 0 0 0 4.588 NA 0 0 0 1
"252" 26 1984 0 "Croatia " 37.6 48.6 1831 0 0 0 4.68 NA 0 0 0 2
"253" 26 1988 0 "Croatia " 37.6 48.6 1831 0 0 0 4.757 NA 0 0 0 3
"254" 26 1992 0 "Croatia " 37.6 48.6 1831 0 0 0 4.47 0.23 1 0 4 4
"255" 26 1994 0 "Croatia " 37.6 48.6 1831 0 0 0 4.65 0.3135 1 0 3 5
"256" 26 1998 0 "Croatia " 37.6 48.6 1831 0 0 0 4.501 0.5578 1 0 6 6
"257" 26 2002 0 "Croatia " 37.6 48.6 1831 3 1 0 4.44 0.5974 1 4 14 7
"258" 26 2006 0 "Croatia " 37.6 48.6 1831 1 2 0 4.44 1.1229 1 3 24 8
"259" 26 2010 0 "Croatia " 37.6 48.6 1831 0 2 1 4.4178 1.3327 1 3 19 9
"260" 26 2014 0 "Croatia " 37.6 48.6 1831 0 1 0 4.2676 1.1229 1 1 11 10
"261" 27 1980 0 "Cyprus " 59.9 54.7 1951 0 0 0 0.685406 0.4232 1 0 3 1
"262" 27 1984 0 "Cyprus " 59.9 54.7 1951 0 0 0 0.697717 0.4259 1 0 5 2
